ETHUSDT_price,XRPUSDT_price,ADAUSDT_price,SOLUSDT_price,ETHUSDT_funding_rate,XRPUSDT_funding_rate,ADAUSDT_funding_rate,SOLUSDT_funding_rate,BTCUSDT_funding_rate
0.15663139809047666,1.6101390631421175,-0.27938287729252026,-0.39496117232062744,0.22285925422605737,0.1366841027385255,0.3191307258505552,-0.08283329484283432,0.36214975595928034
-0.1950287340594516,-1.0102974810617522,0.24040748481924998,-0.5952815867720446,-0.7411764978982124,-1.540207129720416,0.3191307258505552,0.08428484700232604,-0.21254038457575083
0.1284627038315284,-0.9996105457264999,0.5336225608823002,-0.5036017632244852,-0.2881890517474329,-2.518964752425558,0.07490707315103314,-0.22056261998770818,0.36214975595928034
-1.1372446442560602,-1.8310541148091306,0.059967438011219114,-0.5017681667535341,-0.29889930744288434,-0.11233116150126524,-0.3431129463532651,0.2780631635101512,-0.7550588760951845
0.2612323455616042,-0.7067885175405864,-0.4639238342552792,-0.5022265658712718,-0.09517897016203353,0.1366841027385255,0.3191307258505552,-0.4083916022167843,-0.6009374293153352
1.0441246856821218,1.2414397940759125,0.46390708825192495,1.0086569261925054,0.6291725334513957,1.5315807531963006,0.3191307258505552,0.2780631635101512,0.36214975595928034
-0.5856226665545519,-0.28465457179811976,-0.7089532160002754,-0.3757084093756401,-0.1933751039592782,0.017872898231958693,-0.8344437510507294,-0.4089283842569722,-0.9126174648638796
0.0376769758377202,0.8342675578027988,-0.4311165530174556,-0.41375553614787713,-0.14974490444201793,-0.07429787036866557,0.011470088585790477,0.16198404731952185,0.36214975595928034
-0.0643672589379288,0.4783926111388964,-0.5982286418226204,-0.4325498999751268,0.22285925422605737,-0.05391065575254236,-0.12519030240599927,0.09497575596940136,0.36214975595928034
0.04310438348952411,0.7049556402462457,-0.11534647110340177,0.4136548713688456,0.22285925422605737,0.33995662494046,0.3191307258505552,0.2780631635101512,0.36214975595928034
-1.3165285152003534,-1.7102917455207796,-0.02410122016070418,-0.5022265658712718,0.22285925422605737,0.1366841027385255,0.3191307258505552,0.2780631635101512,0.36214975595928034
-0.6549230369846072,-0.21732687918602925,-0.7151045812323678,-0.09883534226201086,0.1396574784024448,0.1366841027385255,0.0005477427584416381,-0.15865375801937254,0.1215498167400687
