XRPUSDT_price,ETHUSDT_funding_rate,BNBUSDT_funding_rate,XRPUSDT_funding_rate,ADAUSDT_funding_rate,SOLUSDT_funding_rate
1.6101390631421175,0.22285925422605737,0.14097265210871646,0.1366841027385255,0.3191307258505552,-0.08283329484283432
-1.0102974810617522,-0.7411764978982124,0.14097265210871646,-1.540207129720416,0.3191307258505552,0.08428484700232604
-0.9996105457264999,-0.2881890517474329,-0.5883348795946803,-2.518964752425558,0.07490707315103314,-0.22056261998770818
-1.8310541148091306,-0.29889930744288434,-0.23033685172589455,-0.11233116150126524,-0.3431129463532651,0.2780631635101512
-0.7067885175405864,-0.09517897016203353,-0.3646617455628587,0.1366841027385255,0.3191307258505552,-0.4083916022167843
1.2414397940759125,0.6291725334513957,0.9751584793004336,1.5315807531963006,0.3191307258505552,0.2780631635101512
-0.28465457179811976,-0.1933751039592782,0.26069526018922984,0.017872898231958693,-0.8344437510507294,-0.4089283842569722
0.8342675578027988,-0.14974490444201793,0.14097265210871646,-0.07429787036866557,0.011470088585790477,0.16198404731952185
0.4783926111388964,0.22285925422605737,-1.6500259323841384,-0.05391065575254236,-0.12519030240599927,0.09497575596940136
0.7049556402462457,0.22285925422605737,0.5861003408447222,0.33995662494046,0.3191307258505552,0.2780631635101512
-1.7102917455207796,0.22285925422605737,-0.2494569717495345,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.21732687918602925,0.1396574784024448,0.8007378063421655,0.1366841027385255,0.0005477427584416381,-0.15865375801937254
-0.4951871979025899,0.04382887481156307,0.21527489068159572,0.1366841027385255,-0.8343563722841105,-0.75466074997465
0.7273982044502755,0.22285925422605737,1.2524002196432127,0.1366841027385255,0.3191307258505552,0.2780631635101512
0.7444973009866797,0.22285925422605737,0.6908172851092144,0.1366841027385255,0.3191307258505552,1.180483236739344
-0.9461758690502382,-0.3243784420446953,-7.807874376368952,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.0025194789474574375,0.22285925422605737,0.535395718756715,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.2964102006668972,-0.052901645048409295,0.7312761044841318,0.1366841027385255,0.3191307258505552,-0.6119661909580383
-1.5403694736902673,0.22285925422605737,0.2306032569452733,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.6928955016047581,-0.2013796108474577,0.43757653931087775,0.1366841027385255,-2.4907082723099205,0.2780631635101512
-0.2814484911975432,-0.6354268153473336,0.14097265210871646,-0.3052387552639101,-0.03492803648878773,-0.533506549417243
0.9870907330969069,2.169081823390046,-3.90853968791916,3.333879053714084,4.659234063805926,2.245950854675606
0.8331988642692737,0.22285925422605737,0.14097265210871646,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.47381332723208525,0.22285925422605737,0.22975616302017535,-1.0045716129363047,0.3191307258505552,0.1666808901711658
1.1666312467291462,2.198619581202765,0.14097265210871646,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.4299968923575508,-0.747828130382756,0.14097265210871646,-1.6556775721680383,-1.450027161880115,-0.17216277269743424
-0.271830249395816,-1.1184029774453772,0.14097265210871646,-0.4719342159486823,0.05087791233086549,-0.21380811264867733
-0.43213427942460103,-0.27364565190834617,0.14097265210871646,-0.9983183916464854,0.2294801112996752,-0.5506835747032551
-0.5122862944389941,-0.5824392345382579,0.14097265210871646,-0.4548877633915036,0.3191307258505552,-0.10166539808609248
0.6814443825086908,0.22285925422605737,0.4088156836635038,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.3541196514772594,-0.6367796897509695,0.14097265210871646,0.1366841027385255,-0.6581134000140082,-0.611653068101262
-0.8136578708931091,-0.5460243651737228,-0.19096715311181736,-0.4786157400665714,-0.6305890885290889,0.2780631635101512
1.4562471943144844,2.623422143944462,1.9997790884153661,2.968879383632987,1.1171610013799773,1.5931791619704603
-0.6811398727359806,-0.9207705749808883,0.14097265210871646,-1.3241711832420011,-0.009588194169338248,-0.49942088986531247
-0.5774765999840332,0.22285925422605737,0.14097265210871646,0.1043044089364474,-1.3193959057850217,-0.5898686636369705
0.8043441388640921,0.22285925422605737,-0.38148261064694694,0.5500819923915112,0.3191307258505552,0.5858181998845364
-0.49946197203669096,0.22285925422605737,0.14097265210871646,-1.12226923008989,-0.02819987145914078,-0.1444290339543937
-0.4278595052905006,-0.33993649768650896,0.14097265210871646,-0.6155869844832984,-1.764590721707764,-0.6367028966433632
0.6643452859722866,0.22285925422605737,1.1928616180506124,0.1366841027385255,0.3191307258505552,0.2780631635101512
-0.4791567948997114,-0.3428677255610536,0.14097265210871646,-0.3103783892007479,0.3191307258505552,-0.07241077689585296
